id,name,class_year,source_profile_url,approve_summary,approved_summary,documented_context_line,honored_for_summary,life_work_summary,approve_country_tags,approved_country_tags,country_note,curator_notes
khalid-samad-2016-2016,Khalid Samad – 2016,2016,https://clevelandinternationalhalloffame.com/khalid-samad-2016/,yes,El Hajj Amir Khalid A. Samad Khalid Samad El Hajj Amir Khalid A. Samad is an internationally known and recognized Community Activist and leader who formerly served as the Assistant to the Public Safety Director for the City of Cleveland for youth gang intervention (Jane Campbell administration). He...,Class of 2016 honoree connected to African-American. Inducted by Blaine Griffin.,"Contributions to business and entrepreneurship, civic leadership, and public safety and military within African-American heritage communities and to Greater Cleveland's multicultural civic life.","El Hajj Amir Khalid A. Samad Khalid Samad El Hajj Amir Khalid A. Samad is an internationally known and recognized Community Activist and leader who formerly served as the Assistant to the Public Safety Director for the City of Cleveland for youth gang intervention (Jane Campbell administration). He has also served as a Gang Prevention and Investigative Specialist for the Cleveland Board of Education Gang Task Force 1991-2000). In addition, he is Chief Executive Officer and Co-Founder of Coalition for A Better Life, dba Peace in the Hood, Inc., an organization dedicated to Peace, Justice and Empowerment and also serves as a spokesperson for the International (Formerly National) Council for Urban (Formations) Peace, Justice and Empowerment. As an...",yes,African-American,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/khalid-samad-2016/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
mohan-bafna-2016,Mohan Bafna,2016,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,yes,"Mohan Bafna Opinion from Suresh Bafna My father, Dr. Mohan Bafna, comes from a very humble business family in a small village in the northwest desert province of India. He has always maintained a very simple and modest lifestyle.",Class of 2016 honoree connected to Indian. Inducted by Suresh Bafna.,"Contributions to medicine and health, business and entrepreneurship, and education within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Mohan Bafna Opinion from Suresh Bafna My father, Dr. Mohan Bafna, comes from a very humble business family in a small village in the northwest desert province of India. He has always maintained a very simple and modest lifestyle. Even though he has lived in the U.S. for over 45 years, he has never forgotten his roots. He has visited India at least once a year since coming to the U.S. and also maintained all relations in India and all Indian customs, traditions, and language at his home.",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,https://clevelandinternationalhalloffame.com/rev-mikhail-mikhail/,yes,"Rev. Mikhail Mikhail The Very Rev. Fr. Mikhail Edward Mikhail, D. Min. was born in Cairo, Egypt on August 2, 1949. From an early age, he was active in church life, and was fortunate to have several mentors who clearly influenced his life and guided him to a...",Class of 2016 honoree connected to Egyptian. Inducted by Mayor Richard Dell’Aquila.,"Contributions to education, faith and service, and law and justice within Egyptian heritage communities and to Greater Cleveland's multicultural civic life.","Rev. Mikhail Mikhail The Very Rev. Fr. Mikhail Edward Mikhail, D. Min. was born in Cairo, Egypt on August 2, 1949. From an early age, he was active in church life, and was fortunate to have several mentors who clearly influenced his life and guided him to a love for his church and its service. These mentors would all play a role in guiding him to enter the Coptic Orthodox Theological Seminary in Cairo where he would come under the patronage and guidance of his most influential mentor, H. H. Pope Shenouda III, who was Bishop of Christian Education and Dean of the Seminary. He excelled in his studies and in his ministry, building friendships with faculty and...",yes,Egyptian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/rev-mikhail-mikhail/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
basil-russo-2017,Basil Russo,2017,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,yes,"Basil Russo Basil M. Russo is the National President of the Order Italian Sons and Daughters of America (ISDA), having been first elected at the organizations biennial convention in Chicago in 2014. The ISDA is one of the largest Italian American organizations in the United States.",Class of 2017 honoree connected to Italian. Inducted by Gabriella and Joseph Rosalina.,"Contributions to law and justice, arts and culture, and business and entrepreneurship within Italian heritage communities and to Greater Cleveland's multicultural civic life.","Basil Russo Basil M. Russo is the National President of the Order Italian Sons and Daughters of America (ISDA), having been first elected at the organizations biennial convention in Chicago in 2014. The ISDA is one of the largest Italian American organizations in the United States. Under Basil’s leadership the ISDA’s new website and Facebook page have, in just 18 months, developed a following of 325,000 Italian Americans who look to the ISDA to remain connected to their heritage. The ISDA’s insurance and annuity company has also grown to be the largest Italian American fraternal insurance company in the U.S. with assets of over 100 million dollars. Basil has also initiated a new 32 page monthly newspaper, La...",yes,Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
bill-miller-2017,Bill Miller,2017,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,yes,William (Bill) Miller Bill Miller Bill Miller You would be hard-pressed to find anybody in this world who was more fascinated by and curious about the people of Cleveland. And William F. Miller possessed a passion for telling their stories throughout his four-decade career as a reporter for...,Class of 2017 honoree connected to Slovenian. Inducted by August Pust.,"Contributions to arts and culture, education, and media and storytelling within Slovenian heritage communities and to Greater Cleveland's multicultural civic life.","William (Bill) Miller Bill Miller Bill Miller You would be hard-pressed to find anybody in this world who was more fascinated by and curious about the people of Cleveland. And William F. Miller possessed a passion for telling their stories throughout his four-decade career as a reporter for the Cleveland Plain Dealer. His most beloved assignment was the 15 years he spent as the newspaper’s Ethnic Scene columnist, a position that allowed him to focus his journalistic talents on delving deeply into the ethnic communities of Greater Cleveland. To understand William, know this: upon meeting somebody for the first time he would invariably ask, “What is your ethnic heritage?”. It was a bit forward, yes, but always asked...",yes,Slovenian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
jim-craciun-2017,Jim Craciun,2017,https://clevelandinternationalhalloffame.com/jim-craciun/,yes,"Jim Craciun James M. (“Jim”) Craciun was born on August 31, 1951, and raised in Cleveland, Ohio. He graduated cum laude from St. Edward’s High School 1969. In 1973, he graduated from Cleveland State University with a Bachelor’s degree in business with a major in labor and industrial...",Class of 2017 honoree connected to Romanian. Inducted by Matt Zone.,"Contributions to business and entrepreneurship, civic leadership, and education within Romanian heritage communities and to Greater Cleveland's multicultural civic life.","Jim Craciun James M. (“Jim”) Craciun was born on August 31, 1951, and raised in Cleveland, Ohio. He graduated cum laude from St. Edward’s High School 1969. In 1973, he graduated from Cleveland State University with a Bachelor’s degree in business with a major in labor and industrial relations. In 1976, he became a licensed funeral director, and began working in his family’s business. Jim, with son Jonathan, brother Joseph and niece Alexandra manage, Craciun Berry and Corrigan Craciun Funeral Homes. Jim is a proud Romanian Italian American.",yes,Romanian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/jim-craciun/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
mona-alag-2017,Mona Alag,2017,https://clevelandinternationalhalloffame.com/mona-alag/,yes,"Mona Alag On a hot August night, the seventeenth day of August, in 1970, as the Air France airliner circled around the boroughs of New York, a sea of lights glittering and twinkling brought me to the magical land called America. I was going to be in the...",Class of 2017 honoree connected to Indian. Inducted by Sudarshan Sathe.,"Contributions to law and justice, business and entrepreneurship, and community organizing within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Mona Alag On a hot August night, the seventeenth day of August, in 1970, as the Air France airliner circled around the boroughs of New York, a sea of lights glittering and twinkling brought me to the magical land called America. I was going to be in the land of Elvis Presley, Frank Sinatra and Dean Martin!! Of course I was going to meet them, but of course I was. And all the imported perfumes etc. were all waiting for me! Those were the thoughts foremost in my mind.",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/mona-alag/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
sam-kim-2017,Sam Kim,2017,https://clevelandinternationalhalloffame.com/sam-kim/,yes,"Sam Kim Seung K Kim was born October 30, 1947 in Kimhea, South Korea. As a young man, he served in the Vietnam War in 1969 and fought for the South Korean army as a proxy for the US military.",Class of 2017 honoree connected to Korean. Inducted by Ki Kim.,Contributions to business and entrepreneurship and public safety and military within Korean heritage communities and to Greater Cleveland's multicultural civic life.,"Sam Kim Seung K Kim was born October 30, 1947 in Kimhea, South Korea. As a young man, he served in the Vietnam War in 1969 and fought for the South Korean army as a proxy for the US military. After completing his tour of duty he returned home to marry his wife Daenam and start a family. In the 1970’s, Mr. Kim and his family received an opportunity to immigrate to the United State to pursue the American Dream. After residing in New Jersey for a short while, together with his wife, young son and daughter they settled in the small town of Warren, Pennsylvania.",yes,Korean,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/sam-kim/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
wael-khoury-2017,Wael Khoury,2017,https://clevelandinternationalhalloffame.com/wael-khoury/,yes,"Wael Khoury,M.D. Wael Khoury,M.D. Wael Khoury,M.D. Wael Khoury,M.D., is the Head of Cardiology at Marymount Hospital. His impressive Curriculum Vitae follows.",Class of 2017 honoree connected to Syrian. Inducted by Dr. Nizar Zein.,"Contributions to education, medicine and health, and diplomacy and global affairs within Syrian heritage communities and to Greater Cleveland's multicultural civic life.","Wael Khoury,M.D. Wael Khoury,M.D. Wael Khoury,M.D. Wael Khoury,M.D., is the Head of Cardiology at Marymount Hospital. His impressive Curriculum Vitae follows. Education: Medical School: University of Damascus, 1975 Internal medicine Residency, Huron and St. Luke’s Hospitals, Cleveland Ohio, 1976-1979 Cardiology fellowship, Case Western Reserve University Hospitals, Cleveland, Ohio. 1979-1981 Board Certified in Internal Medicine and Cardiology, 1982 Fellow, American College of Cardiology, 1982- Present Academic – Professional Positions: Cleveland Clinic Cardiology Staff, 2013-Present Consultant Faculty, Cleveland Clinic, 2000- 2013 President, Cardiology Associates of Cleveland, 1981-2013 Head of Cardiology, Marymount Hospital, Cleveland Ohio, 1982- Present Director of Cath Lab and CHF Clinic, Marymount Hospital, 1990- Present Marymount Hospital, Chief of Staff 1993-95, V.P. of Medical Affairs 1995-2001 Member, MEC...",yes,Syrian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/wael-khoury/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
abby-mina-2018,Abby Mina,2018,https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,yes,Abdullah (Abby) Mina Abdullah (Abby) Mina Mr. Abdullah Mina is of great service to the Arab American Community in Cleveland in many ways. He was the longest serving president of the 45 year old Cleveland American Middle East organization (CAMEO).,Class of 2018 honoree connected to Lebanese. Inducted by Pierre Bejjani.,"Contributions to business and entrepreneurship, community organizing, and education within Lebanese heritage communities and to Greater Cleveland's multicultural civic life.","Abdullah (Abby) Mina Abdullah (Abby) Mina Mr. Abdullah Mina is of great service to the Arab American Community in Cleveland in many ways. He was the longest serving president of the 45 year old Cleveland American Middle East organization (CAMEO). After retiring from the presidency several years ago, he continues to serve as a member of its board of trustees. Mr. Mina served on several boards such as the International Services Center at the Arab American Center for economic and social services in Ohio (ACCESS). Currently he served as a president of the Advisory Council of Saint Elias Melkite Greek Catholic Church in Cleveland.",yes,Lebanese,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
atul-mehta-2018,Atul Mehta,2018,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,yes,"Dr. Atul C. Mehta, M.D. Dr. Atul C. Mehta, M.D Dr. Atul C. Mehta is a world-renowned pulmonary clinician and academic authority/teacher with a strong track record of hospital administrative and medical staff leadership over a 37-year career with Cleveland Clinic in the U.S. and abroad. He has...",Class of 2018 honoree connected to Indian. Inducted by Richard Buoncore.,"Contributions to medicine and health, education, and community organizing within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Dr. Atul C. Mehta, M.D. Dr. Atul C. Mehta, M.D Dr. Atul C. Mehta is a world-renowned pulmonary clinician and academic authority/teacher with a strong track record of hospital administrative and medical staff leadership over a 37-year career with Cleveland Clinic in the U.S. and abroad. He has been a dedicated citizen and community builder for over 36 years. As a physician and as a teacher he has trained, guided and/or assisted over 200 international medical personnel to get established in their career. Dr. Mehta has been a liaison between the international patients requiring specialized medical care and the lung transplant and tertiary medical center in the USA. He has served the Cleveland-Indian community in their medical needs...",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ralph-perk-jr-2018,Ralph Perk Jr.,2018,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,yes,"Ralph Perk, Jr was born during World War II in Cleveland, Ohio as the eldest son to Lucy (Gagliardi) and Mayor Emeritus Ralph Perk. He has 5 brothers and one sister.","Class of 2018 honoree connected to Czech, Italian. Inducted by Mary Rose Oakar.","Contributions to civic leadership, education, and law and justice within Czech and Italian heritage communities and to Greater Cleveland's multicultural civic life.","Ralph Perk, Jr was born during World War II in Cleveland, Ohio as the eldest son to Lucy (Gagliardi) and Mayor Emeritus Ralph Perk. He has 5 brothers and one sister. He is married to Kelli, an assistant county prosecutor and has 4 children his daughter Vicky who is married to David Wells and they have two children, Ryan and Allison, and her children, David, Danielle (Chris) and their daughter Milena, and Daniel (Nicole). Mr. Perk attended Our Lady of Lourdes Grade school and High School and graduated in 1963. He went on to graduate from Ohio State University with a BS in Business Administration in 1968.",yes,Czech|Italian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ray-pianka-2018,Ray Pianka,2018,https://clevelandinternationalhalloffame.com/inductees-europe/ray-pianka/,yes,"Judge Ray Pianka Judge Ray Pianka “Dla chcacego nic trudnego” is Polish for “Where there’s a will, there’s a way”. Judge Raymond L. Pianka often quoted this Polish phrase when explaining how he was able to accomplish so much for the people of his Cleveland neighborhood, other city...",Class of 2018 honoree connected to Polish. Inducted by Anthony Brancatelli.,"Contributions to civic leadership, law and justice, and education within Polish heritage communities and to Greater Cleveland's multicultural civic life.","Judge Ray Pianka Judge Ray Pianka “Dla chcacego nic trudnego” is Polish for “Where there’s a will, there’s a way”. Judge Raymond L. Pianka often quoted this Polish phrase when explaining how he was able to accomplish so much for the people of his Cleveland neighborhood, other city neighborhoods, as well as his city. Ray Pianka was always about public service. The author Alex Kotlowitz described him as “humble, a student of history, courageous, empathetic, filled with a (sometimes corny) sense of humor and directed by the belief that life ought to be fair.” As a young man, Ray Pianka organized residents on West Clinton Avenue, his street on the west side of Cleveland, to get trees planted...",yes,Polish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-europe/ray-pianka/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
sheila-murphy-crawford-2018,Sheila Murphy Crawford,2018,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,yes,"Sheila Murphy was born to Ollie and Betty Murphy in Cleveland, Ohio. She was the youngest of four children including her brother, Ollie, and her two sisters, Joan and Maureen. With grandparents from County Cork and West Meath, she grew up in a loving Irish-American family where the...",Class of 2018 honoree connected to Irish. Inducted by Gerry Quinn.,"Contributions to arts and culture, education, and faith and service within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Sheila Murphy was born to Ollie and Betty Murphy in Cleveland, Ohio. She was the youngest of four children including her brother, Ollie, and her two sisters, Joan and Maureen. With grandparents from County Cork and West Meath, she grew up in a loving Irish-American family where the importance of service to others was stressed. Christ the King was the family parish and grade school on the east side, then she attended Regina High School, the University of Dayton (B.S. degree in Education) and Cleveland State University for a Master’s degree in English. She married her best friend, Bob Crawford in 1981; after 36 years of marriage, they are still best friends. Sheila taught English at Brush High...",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
sister-alicia-alvarado-2018,Sister Alicia Alvarado,2018,https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/,yes,"Sister Alicia Alvarado, OP Sister Alicia Alvarado, OP Sister Alicia Alvarado was born in Villalba, Puerto Rico on December 31, 1948, the second child of Felipe J. Alvarado and Rosa Maria Rodriquez Alvarado. She immigrated to the United States of America as a 6 year old child with...",Class of 2018 honoree connected to Puerto Rican. Inducted by Jose Feliciano.,"Contributions to business and entrepreneurship, faith and service, and education within Puerto Rican heritage communities and to Greater Cleveland's multicultural civic life.","Sister Alicia Alvarado, OP Sister Alicia Alvarado, OP Sister Alicia Alvarado was born in Villalba, Puerto Rico on December 31, 1948, the second child of Felipe J. Alvarado and Rosa Maria Rodriquez Alvarado. She immigrated to the United States of America as a 6 year old child with her older sister Carmen and her sister Lourdes. Her educational background consists of attending a public school, St. Wendelin & St. Patrick’s Catholic grade schools, St. Stephen High School, Tri-C Community College, where futures begin;Cleveland State University with a BA in Spanish Secondary Education; MSSA in Social Work from Case Western Reserve University; BA in Journalism and Mass Communications from Kent State University. Sister Alicia entered the Sisters of St....",yes,Puerto Rican,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
akram-boutros-2019,Akram Boutros,2019,https://clevelandinternationalhalloffame.com/akram-boutros/,yes,"Akram Boutros, MD, FACHE Akram Boutros Akram Boutros, MD, FACHE In his five years as the President and CEO of MetroHealth, the public health system in Cleveland, Akram Boutros, MD, FACHE, has galvanized political leaders, entrepreneurs and the public around supporting community-wide health care many had taken for...",Class of 2019 honoree connected to Egyptian. Inducted by Armond Budish.,"Contributions to medicine and health, business and entrepreneurship, and education within Egyptian heritage communities and to Greater Cleveland's multicultural civic life.","Akram Boutros, MD, FACHE Akram Boutros Akram Boutros, MD, FACHE In his five years as the President and CEO of MetroHealth, the public health system in Cleveland, Akram Boutros, MD, FACHE, has galvanized political leaders, entrepreneurs and the public around supporting community-wide health care many had taken for granted. With his unwavering commitment to delivering high-quality health care to everyone in Cuyahoga County, Akram Boutros has achieved what many thought was impossible. Under his leadership, The MetroHealth System went to market on its own credit in 2017 and sold $946 million in bonds to rebuild its hospital, revitalize its main campus and resurrect its West Side neighborhood. That is just one piece of the unprecedented transformation of Cuyahoga...",yes,Egyptian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/akram-boutros/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
ingrida-bublys-2019,Ingrida Bublys,2019,https://clevelandinternationalhalloffame.com/ingrida-bublys/,yes,"Ingrida Bublys, President of IB International Inc., shares 30 years in business development and company representation between the Baltic States and the US and lately has expanded business development to other surrounding countries. IBInternational represents a number of US companies in various industry sectors, while also representing and...",Class of 2019 honoree connected to Lithuanian. Inducted by Alex Machaskee.,"Contributions to business and entrepreneurship, community organizing, and diplomacy and global affairs within Lithuanian heritage communities and to Greater Cleveland's multicultural civic life.","Ingrida Bublys, President of IB International Inc., shares 30 years in business development and company representation between the Baltic States and the US and lately has expanded business development to other surrounding countries. IBInternational represents a number of US companies in various industry sectors, while also representing and opening doors for a diverse range of Lithuanian companies in the US. Secured and established contacts for trade development for various Baltic companies, as well as US companies; has developed a strong network across diverse commercial and government interests. Organized the World Lithuanian Economic Conference in Chicago. Instrumental assisting Akron with Technology Bridge.",yes,Lithuanian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/ingrida-bublys/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
marilyn-madigan-2019,Marilyn Madigan,2019,https://clevelandinternationalhalloffame.com/marilyn-madigan/,yes,Marilyn Madigan is the daughter of the late Jack and Catherine Finn Madigan. She is a lifelong resident of the West Park area of Cleveland.,Class of 2019 honoree connected to Irish. Inducted by John O'Brien Jr..,"Contributions to arts and culture, medicine and health, and education within Irish heritage communities and to Greater Cleveland's multicultural civic life.","Marilyn Madigan is the daughter of the late Jack and Catherine Finn Madigan. She is a lifelong resident of the West Park area of Cleveland. She attended St. Patrick West Park Grade School and is an Alumni of St. Joseph Academy. She is a Parishioner of St. Patrick West Park. As a youth, she was a participate and a coach in the Parish’s Catholic Youth Organization.",yes,Irish,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/marilyn-madigan/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
paul-burik-2019,Paul Burik,2019,https://clevelandinternationalhalloffame.com/paul-burik/,yes,"Paul Burik was born in the city of Budvar – yes, the namesake of Budweiser Beer, in what is now the Czech Republic. He escaped with his father from Czechoslovakia in 1968 after the Soviet invasion.","Class of 2019 honoree connected to Czech, Carpatho-Rusyn. Inducted by Chris Ronayne.",Contributions to arts and culture and civic leadership within Czech and Carpatho-Rusyn heritage communities and to Greater Cleveland's multicultural civic life.,"Paul Burik was born in the city of Budvar – yes, the namesake of Budweiser Beer, in what is now the Czech Republic. He escaped with his father from Czechoslovakia in 1968 after the Soviet invasion. Mr. Burik attended Kent State University where he received a degree in architecture. Paul spent much of his professional career working for the City of Cleveland as Chief Architect. There, he also served on the Landmark’s Commission and the Streetscape Committee.",yes,Czech|Carpatho-Rusyn,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/paul-burik/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
richard-fleischman-2019,Richard Fleischman,2019,https://clevelandinternationalhalloffame.com/richard-fleischman/,yes,"Richard Fleischman Born in Cleveland in 1928, Richard Fleischman was encouraged to study architecture at a young age by an uncle who noticed his avid interest in drawing and building models. During his senior year at East Tech High School, Fleischman won an academic scholarship to Carnegie Tech...",Class of 2019 honoree connected to Hungarian. Inducted by Ernie Mihaly.,Contributions to education within Hungarian heritage communities and to Greater Cleveland's multicultural civic life.,"Richard Fleischman Born in Cleveland in 1928, Richard Fleischman was encouraged to study architecture at a young age by an uncle who noticed his avid interest in drawing and building models. During his senior year at East Tech High School, Fleischman won an academic scholarship to Carnegie Tech (now part of Carnegie-Mellon University). After graduating, he earned his master’s degree at Columbia University, where his education included a one-year fellowship visiting and studying iconic sites in Italy, Spain, Greece, Germany and Scandinavia. There he conceived his philosophy of architecture as “sculpted space.” Fleischman has completed more than 480 projects and won over 120 awards. He was elected to the College of Fellows of the American Institute of Architects...",yes,Hungarian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/richard-fleischman/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
sree-sreenath-2019,Sree Sreenath,2019,https://clevelandinternationalhalloffame.com/sree-sreenath/,yes,"Sree N. Sreenath, Ph.D., MNO Sree N. Sreenath, Ph.D., MNO Sree N. Sreenath, Ph.D., MNO, is a tenured full professor in the Electrical Engineering and Computer Science Department at Case Western Reserve University, Cleveland, Ohio. He is the Director of Case GEMNI (Graduate Engineering & Management National and...",Class of 2019 honoree connected to Indian. Inducted by Ramesh Shah.,"Contributions to education, community organizing, and science and technology within Indian heritage communities and to Greater Cleveland's multicultural civic life.","Sree N. Sreenath, Ph.D., MNO Sree N. Sreenath, Ph.D., MNO Sree N. Sreenath, Ph.D., MNO, is a tenured full professor in the Electrical Engineering and Computer Science Department at Case Western Reserve University, Cleveland, Ohio. He is the Director of Case GEMNI (Graduate Engineering & Management National and International) Program. His research and educational interests are in complexity, with applications in Systems Biology (leukemia, prostate cancer and hydrocephalus), Global Issues, and, Sustainable Development. He served the Co-Director of UNESCO GENIe Program – an international network of educational institutions (1996-2006), and as the Director of the Complex Systems Biology Center (2007-2016) at Case. He consults with many developing countries on issues of water, energy, and policy development. He has...",yes,Indian,First-pass nationality/heritage tags promoted from CIHOF profile text and class/source-page context. Source: https://clevelandinternationalhalloffame.com/sree-sreenath/,"First-pass visitor copy generated from CIHOF official profile text on 2026-09-12.|Treat CIHOF profile text as the baseline source of truth for this pass.|Media rights, video captions/transcripts, and WRHS archival permissions remain separate review tracks."
